"scientific","rec_gbif"
"Atanatolica Mosely, 1936",1
"Acanthagrion apicale Selys, 1876",1
"Asterope Hübner, 1819",1
"Sericomyrmex burchelli Forel, 1905",1
"Aspisoma physonotum (Gorham, 1884)",1
"Sericomyrmex lutzi Wheeler, 1916",1
"Asphaera discicollis Jacoby, 1905",1
"Sericomyrmex mayri Forel, 1912",1
"Aslamidium lepidum Staines, 2006",1
"Ascalaphidae",1
"Sericomyrmex saramama Ješovnik & Schultz, 2017",1
"Ascalapha odorata (Linnaeus, 1758)",1
"Sesioctonus ariasi Briceno, 2003",1
"Adelowalkeria Travassos, 1941",1
"Sesioctonus longinoi Sharkey & Briceno, 2005",1
"Adelotypa penthea (Cramer, 1777)",1
"Shannoniana Lane & Cerqueira, 1942",1
"Silvestritermes minutus (Emerson, 1925)",1
"Zethus binodis (Fabricius, 1793)",1
"Xanionotum Brues, 1902",1
"Siolius Balfour-Browne, 1969",1
"Articoelidia tumida Nielson, 1983",1
"Artemita nana (Bellardi, 1862)",1
"Smiliorachis Fairmaire, 1846",1
"Acuera menaca DeLong & Freytag, 1974",1
"Solenopsis geminata (Fabricius, 1804)",1
"Solenopsis indet",1
"Solenopsis virulens (Smith, 1858)",1
"Arotros Schaus, 1892",1
"Soosiulus decoris Young Jr., 1977",1
"Arocera apta (Walker, 1867)",1
"Aristathlus regalis Bergroth, 1913",1
"Argyria lacteella Fabricius, 1794",1
"Argyria Hübner, 1818",1
"Xanthopygus Kraatz, 1857",1
"Argyria centrifugens Dyar, 1914",1
"Sophista aristoteles (Westwood, 1852)",1
"Spasalus balachowskyi Reyes-Castillo, 1973",1
"Actinote pyrrha Fabricius, 1775",1
"Sphecidae",1
"Archaeoprepona meander meander",1
"Spicauda tanna (Evans, 1952)",1
"Archaeoprepona licomedes (Cramer, 1777)",1
"Stagmatoptera Burmeister, 1838",1
"Xenofrea nana Galileo & Martins, 2006",1
"Stalachtis euterpe (Linnaeus, 1758)",1
"Stalachtis Hübner, 1816",1
"Actinote",1
"Stalolidia paracingulata (Linnavuori, 1956)",1
"Stalolidia semiovata Nielson, 2011",1
"Stalolidia setacea Nielson, 2011",1
"Archaeoprepona demophoon (Hübner, 1806)",1
"Araecerus fasciculatus (C.DeGeer, 1775)",1
"Apoides Tsuneki, 1968",1
"Acrotaphus homeofranklini Pádua, 2020",1
"Zethus brasiliensis fuscatus R.Bohart & Stange, 1965",1
"Steirastoma coenosum Bates, 1862",1
"Steirodon rarospinulosum (Brunner von Wattenwyl, 1891)",1
"Stenocrates Burmeister, 1847",1
"Stenocrates latus Dechambre, 1979",1
"Stenognathus crenulatus Chaudoir, 1870",1
"Stenognathus platypterus Chaudoir, 1870",1
"Apocephalus stillatus Brown, 1997",1
"Apocephalus securis Brown, 1997",1
"Apocephalus rudiculus Brown, 1997",1
"Strategus fascinus Burmeister, 1847",1
"Apocephalus quadratus Brown, 1997",1
"Strephonota carteia (Hewitson, 1870)",1
"Stridulivelia ayacucho J.Polhemus & Spangler, 1995",1
"Acalophaena Sharp, 1886",1
"Stridulivelia raspa (Hungerford, 1929)",1
"Strumigenys denticulata Mayr, 1887",1
"Hiranetis braconiformis (Burmeister, 1835)",1
"Strumigenys longispinosa Brown, 1958",1
"Histeridae",1
"Historis acheronta (Fabricius, 1775)",1
"Historis odius (Fabricius, 1775)",1
"Historis odius dious Lamas, 1995",1
"Apocephalus parallelus Brown, 1997",1
"Hintonelmis Spangler, 1966",1
"Apocephalus kungae Brown, 2000",1
"Apocephalus funditus Brown, 2000",1
"Holotrochus laticollis Bernhauer, 1908",1
"Himantigera superba (Lindner, 1949)",1
"Hexatoma Latreille, 1809",1
"Horiola Fairmaire, 1847",1
"Heterothops Stephens, 1829",1
"Heterotermes crinitus (Emerson, 1924)",1
"Hyalurga fenestra Linnaeus, 1758",1
"Heteragrionidae",1
"Hybotidae",1
"Heteragrion inca Calvert, 1909",1
"Heteragrion bickorum Daigle, 2005",1
"Hydrobius Leach, 1815",1
"Hermetia illucens (Linnaeus, 1758)",1
"Apocephalus fernandezi Brown, 2002",1
"Hydrometra Latreille, 1797",1
"Hermetia aurinotata Lindner, 1935",1
"Heraclides chiansiades (Westwood, 1872)",1
"Apocephalus extraneus Brown, 1997",1
"Heraclides astyalus hippomedon (C.Felder & R.Felder, 1859)",1
"Hemilomecopterus alienus Martins & Galileo, 2004",1
"Hemilissa cornuta Bates, 1870",1
"Hydrovatus Motschulsky, 1853",1
"Hemibidessus Zimmermann, 1921",1
"Hylesia melanostigma Herrich-Schäffer, 1855",1
"Hylettus coenobita (Erichson, 1847)",1
"Apocephalus crucicauda Borgmeier, 1928",1
"Hylobothynus obesus Ohaus, 1910",1
"Helvina lanuginosa (Bates, 1865)",1
"Helochares Mulsant, 1844",1
"Hylomyrma longiscapa Kempf, 1961",1
"Helluomorphoides unicolor (Brullé, 1838)",1
"Helluobrochus cribratus (Reiche, 1843)",1
"Hylophora Borgmeier, 1960",1
"Helicopsyche von Siebold, 1856",1
"Acropeltates diversicornis Kertész, 1923",1
"Hypoleria oriana (Hewitson, 1858)",1
"Hypoponera bugnioni (Forel, 1912)",1
"Heliconius xanthocles Bates, 1862",1
"Hypoponera opacior (Forel, 1893)",1
"Heliconius wallacei Reakirt, 1866",1
"Hyposcada clio (Cramer, 1780)",1
"Hyposcada Godman & Salvin, 1879",1
"Heliconius sara (Fabricius, 1793)",1
"Heliconius numatus (Cramer, 1780)",1
"Heliconius hecale novatus Bates, 1867",1
"Heliconius ethilla (Latreille & Godart, 1819)",1
"Heliconius erato reductimacula Bryk, 1953",1
"Ichthyobelus youngi Kramer, 1976",1
"Idiataphe Cowley, 1934",1
"Heliconius erato lativitta",1
"Heliconius erato extrema Kaye, 1918",1
"Heliconius erato (Linnaeus, 1758)",1
"Heliconius antiochus Linnaeus, 1767",1
"Isanthrene crabroniformis Staudinger, 1875",1
"Hanstruempelia Sakakibara, 2004",1
"Synargis pittheus (Hoffmannsegg, 1818)",1
"Synargis tytia (Cramer, 1777)",1
"Isosomodes Ashmead, 1888",1
"Isthmiade necydalea (Linnaeus, 1758)",1
"Jakrama eureta Young Jr., 1977",1
"Halysidota Hübner, 1819",1
"Jakrama servillei (Signoret, 1853)",1
"Hagiomantis Serville, 1839",1
"Jalorpa constricta Nielson, 2011",1
"Gyrophaena Mannerheim, 1830",1
"Johowia parvicornis Borgmeier, 1969",1
"Juditha molpe Hübner",1
"Synclita Lederer, 1863",1
"Syneura Brues, 1903",1
"Kempfidris inusualis (Fernandez, 2007) Fernández, Feitosa & Lattke, 2014",1
"Kiefferulus Goetghebuer, 1922",1
"Labidoculex Reichensperger, 1936",1
"Gyrelmis Hinton, 1940",1
"Apocephalus bilobus Brown, 1997",1
"Gypona villica DeLong & Freytag, 1964",1
"Gypona glauca (Fabricius, 1803)",1
"Gypona biura Freytag, 2006",1
"Lagocheirus plantaris plantaris",1
"Gypona bidentata Freytag, 2006",1
"Syntermes aculeosus Emerson, 1945",1
"Gynothemis Calvert, 1909",1
"Gryonoides Dodd, 1920",1
"Gryllotalpidae",1
"Graphocephala Van Duzee, 1916",1
"Gouleta gentryi Erwin, 1994",1
"Lebia brachinoides Reiche, 1842",1
"Gonatocerus arkadak Triapitsyn",1
"Apocephalus attophilus Borgmeier, 1928",1
"Lelis quadrisignata (Buquet, 1835)",1
"Gnamptogenys kempfi Lenko, 1964",1
"Gnamptogenys horni (Santschi, 1929)",1
"Glyptoma lescheni Irmler, 2015",1
"Leptoceridae",1
"Leptochirus Germar, 1823",1
"Glyphodes sibillalis Walker, 1859",1
"Leptogenys Roger, 1861",1
"Leptohyphes Eaton, 1882",1
"Glyphidops steyskali Sepúlveda, Wolff & Carvalho, 2014",1
"Glenopteris hampsoni Barbut, Lalanne-Cassou, Zilli & Thöny, 2020",1
"Ghilianella weirauchae Castro-Huertas & Forero, 2020",1
"Leptoscelis fasciifera Stål, 1865",1
"Leptostylus LeConte, 1852",1
"Leptostylus pleurostictus Bates, 1863",1
"Syntermes molestus (Burmeister, 1839)",1
"Aphylla Selys, 1854",1
"Aphrissa statira statira",1
"Leucidia brephos (Hübner, 1809)",1
"Leucothyreus MacLeay, 1819",1
"Ghilianella pachitea McAtee & Malloch, 1925",1
"Liebermannacris dorsualis (Giglio-Tos, 1898)",1
"Ghilianella mirabilis McAtee & Malloch, 1925",1
"Ghilianella atriclava Bergroth, 1911",1
"Geotrigona tellurica Camargo & Moure, 1996",1
"Limnophila Macquart, 1834",1
"Fuminana ingula (DeLong & Freytag, 1969)",1
"Linoptes Gorham, 1884",1
"Lipogomphus Berg, 1879",1
"Lispinus attenuatus Erichson, 1840",1
"Fuminana Freytag, 1989",1
"Lissozodes basalis (White, 1855)",1
"Syntermes territus Emerson, 1924",1
"Aphrissa statira (Cramer, 1777)",1
"Fittkaulus Savage & Peters, 1978",1
"Longustitermes manni (Snyder, 1922)",1
"Aphrissa Butler, 1873",1
"Lonomia orientocordillera",1
"Syssphinx Hübner, 1819",1
"Acromyrmex Mayr, 1865",1
"Fanniidae",1
"Fannia chibcha Grisales, Wolff & Carvalho, 2012",1
"Falagonia Sharp, 1883",1
"Exora obsoleta Fabricius, 1801",1
"Evansolidia inflata Nielson, 2011",1
"Lutzomyia auraensis (Mangabeira, 1942)",1
"Acromyrmex coronatus (Fabricius, 1804)",1
"Evansolidia fletcheri Nielson, 2011",1
"Evansolidia bifurcata Nielson, 1988",1
"Lutzomyia saltuosa Young, 1979",1
"Eutheola",1
"Euselasia orfita (Cramer, 1777)",1
"Aphanogmus Thomson, 1858",1
"Lycoplateros Pic, 1922",1
"Euselasia hygenius (Stoll, 1787)",1
"Macraspis chrysis (Linnaeus, 1764)",1
"Macraspis melanaria (Blanchard, 1850)",1
"Euscelus spiniger Voss, 1925",1
"Eurytides callias (Rothschild & Jordan, 1906)",1
"Eurycoleus fofus Reichardt, 1976",1
"Eurycnemis Borgmeier, 1971",1
"Eurybia Oken, 1815",1
"Magneuptychia tricolor Hewitson, 1850",1
"Mania empedocles (Cramer, 1779)",1
"Xestocephalus fulvus DeLong, Wolda & Estribi, 1983",1
"Mapinguaritermes grandidens (Emerson, 1925)",1
"Tanypezidae",1
"Marpesia berania (Hewitson, 1852)",1
"Eurhopalothrix bolaui (Mayr, 1870)",1
"Eurema albula marginella",1
"Marpesia themistocles (Fabricius, 1793)",1
"Euptychia mollina Hübner, 1816",1
"Euplocania nukak Vinasco-Mondragón, González-Obando & García Aldrete, 2022",1
"Euplocania huitota Vinasco-Mondragón, González-Obando & García Aldrete, 2022",1
"Eupheno pallens (Laporte, 1833)",1
"Mechanitis Fabricius, 1807",1
"Mechanitis lysimnia (Fabricius, 1793)",1
"Taphrosoma dohrni Kirsch, 1866",1
"Mechanitis mazaeus fallax Butler, 1873",1
