"scientific","rec_gbif"
"Inga gracilifolia Ducke",10
"Mahurea exstipulata Benth.",10
"Rhodospatha Poepp.",10
"Mandevilla javitensis (Kunth) K.Schum.",10
"Anthurium kunthii Poepp.",10
"Anthurium sinuatum Benth. ex Schott",10
"Calyptrion arboreum (L.) Paula-Souza",10
"Anthurium vaupesianum Croat",10
"Pariana stenolemma Tutin",10
"Inga heterophylla Willd.",10
"Parahancornia oblonga (Benth.) Monach.",10
"Rinoreocarpus ulei (Melch.) Ducke",10
"Roucheria calophylla Planch.",10
"Roucheria Planch.",10
"Matayba macrolepis Radlk.",10
"Palicourea subfusca (Müll.Arg.) C.M.Taylor",10
"Palicourea racemosa (Aubl.) G.Nicholson",10
"Chrysophyllum prieurii A.DC.",10
"Psidium densicomum Mart. ex DC.",10
"Miconia amazonica Triana",10
"Inga nobilis subsp. nobilis",10
"Abuta pahnii (C.Mart.) Krukoff & Barneby",10
"Ecclinusa guianensis Eyma",10
"Dussia tessmannii Harms",10
"Palhinhaea cernua (L.) Vasc. & Franco",10
"Pagamea thyrsiflora Spruce ex Benth.",10
"Xylopia benthamii R.E.Fr.",10
"Salacia cordata (Miers) Mennega",10
"Cyathea J.E.Sm.",10
"Duroia bolivarensis Steyerm.",10
"Attalea plowmanii (Glassman) Zona",10
"Pachira Aubl.",10
"Schizaea fluminensis Miers ex Sturm",10
"Schizaea incurvata Schkuhr",10
"Acanthella sprucei Hook.fil.",10
"Attalea racemosa Spruce",10
"Sciadotenia toxifera Krukoff & A.C.Sm.",10
"Ouratea superba Engl.",10
"Ouratea spruceana Engl.",10
"Stachyarrhena penduliflora K.Schum.",10
"Bactris bidentula Spruce",10
"Miconia spennerostachya Naudin",10
"Souroubea Aubl.",10
"Orthoclada laxa (Rich.) P.Beauv.",10
"Ophiocaryon R.H.Schomb.",10
"Ophiocaryon manausense (W.A.Rodrigues) Barneby",10
"Banara nitida Spruce ex Benth.",10
"Banisteriopsis martiniana (A.Juss.) Cuatrec.",10
"Solanum stramonifolium Jacq.",10
"Vaupesia cataractarum R.E.Schult.",10
"Platycarpum rugosum Steyerm.",10
"Selaginella producta Baker",10
"Micropholis obscura T.D.Penn.",10
"Goeppertia clivorum (H.Kenn.) Borchs. & S.Suárez",10
"Smilax siphilitica Humb. & Bonpl. ex Willd.",10
"Sloanea tuerckheimii Donn.Sm.",10
"Senna Mill.",10
"Mollinedia killipii J.F.Macbr.",10
"Sloanea parvifructa Steyerm.",10
"Goeppertia brasiliensis (Körn.) Borchs. & S.Suárez",10
"Ocotea neblinae C.K.Allen",10
"Strychnos sandwithiana Krukoff & Barneby",9
"Pourouma herrerensis C.C.Berg",9
"Pourouma guianensis Aubl.",9
"Pourouma formicarum Ducke",9
"Protium opacum subsp. opacum",9
"Poulsenia armata (Miq.) Standl.",9
"Cestrum L.",9
"Pseudoxandra lucida R.E.Fr.",9
"Psidium acutangulum Mart. ex DC.",9
"Plinia duplipilosa McVaugh",9
"Pleurothallis R.Br.",9
"Psittacanthus Mart.",9
"Cedrela odorata L.",9
"Inga cayennensis Sagot ex Benth.",9
"Clitoria arborea Benth.",9
"Piper laevigatum Kunth",9
"Clitoria javitensis (Kunth) Benth.",9
"Clusia cerroana Steyerm.",9
"Cayaponia cruegeri (Naudin) Cogn.",9
"Clusia gaudichaudii Cambess.",9
"Clusia myriandra (Benth.) Planch. & Triana",9
"Clusia penduliflora Engl.",9
"Clusia renggerioides Planch. & Triana",9
"Phytelephas macrocarpa Ruiz & Pav.",9
"Physalis angulata L.",9
"Phthirusa pyrifolia (Kunth) Eichler",9
"Codonanthopsis uleana (Fritsch) Chautems & Mat.Perret",9
"Philodendron sphalerum Schott",9
"Philodendron ornatum Schott",9
"Columnea L.",9
"Carpotroche Endl.",9
"Philodendron deflexum Poepp. ex Schott",9
"Qualea sprucei Warm.",9
"Qualea tessmannii Mildbr.",9
"Connarus punctatus Planch.",9
"Peperomia angustata Kunth",9
"Pentagonia macrophylla Benth.",9
"Paullinia nobilis Radlk.",9
"Paullinia cupana Kunth",9
"Rapateaceae",9
"Raputia simulans Kallunki",9
"Rauia prancei W.A.Rodrigues & M.F.Silva",9
"Passiflora vespertilio L.",9
"Passiflora foetida L.",9
"Parkia nitida Miq.",9
"Parkia discolor Spruce ex Benth.",9
"Calyptranthes speciosa Sagot",9
"Coussarea hirticalyx Standl.",9
"Panopsis rubescens (Pohl) Rusby",9
"Palmorchis Barb.Rodr.",9
"Crossomitrium epiphyllum (Mitt.) Müll.Hal.",9
"Rudgea verticillata (Ruiz & Pav.) Spreng.",9
"Ruellia L.",9
"Ruellia terminale (Nees) Wassh.",9
"Ruizodendron ovale (Ruiz & Pav.) R.E.Fr.",9
"Crudia amazonica Spruce ex Benth.",9
"Abarema leucophylla (Spruce ex Benth.) Barneby & J.W.Grimes",9
"Cucurbitaceae",9
"Cupania L.",9
"Salacia macrantha A.C.Sm.",9
"Cyathea ewanii Alston",9
"Sapium Jacq.",9
"Sapium laurifolium (A.Rich.) Griseb.",9
"Sapium P.Browne",9
"Oxandra macrophylla R.E.Fr.",9
"Scleria microcarpa Nees ex Kunth",9
"Scleronema Benth.",9
"Ossaea cucullata Gleason",9
"Ophiocaryon klugii Barneby",9
"Oenocarpus simplex R.Bernal, Galeano & A.J.Hend.",9
"Cyperus L.",9
"Cyperus odoratus L.",9
"Brosimum longifolium Ducke",9
"Dacryodes trinitensis Sandwith",9
"Dalbergia L.f.",9
"Serpocaulon triseriale (Sw.) A.R.Sm.",9
"Brocchinia paniculata Schult. & Schult.f.",9
"Ochroma pyramidale (Cav.) Urb.",9
"SH0980605.09FU",9
"Abarema adenophora (Ducke) Barneby & J.W.Grimes",9
"SH1032435.09FU",9
"Borreria ocymifolia (Willd.) Bacigalupo & E.L.Cabral",9
"Nephrolepis rivularis (Vahl) Mett. ex Krug",9
"Neea virens Poepp. ex Heimerl",9
"Boraginaceae",9
"Nectandra hihua (Ruiz & Pav.) Rohwer",9
"Diclidanthera penduliflora Mart.",9
"Dicorynia paraensis Benth.",9
"SH1302004.09FU",9
"Dicranostyles integra Ducke",9
"Myrcia bracteata (Rich.) DC.",9
"Dicymbe uaiparuensis R.S.Cowan",9
"Mucoa duckei (Markgr.) Zarucchi",9
"Besleria gibbosa (Poepp.) Hanst.",9
"Siphanthera cordifolia (Benth.) Gleason",9
"Monstera spruceana (Schott) Engl.",9
"Monstera adansonii Schott",9
"Dioclea virgata (Rich.) Amshoff",9
"Sloanea laxiflora Spruce ex Benth.",9
"Bazzania pallidevirens (Steph.) Fulford",9
"Diospyros artanthifolia Mart. ex Miq.",9
"Molongum lucidum (Humb., Bonpl. & Kunth) Zarucchi",9
"Adiantum petiolatum Desv.",9
"Solanum barbeyanum Huber",9
"Mimosa pudica L.",9
"Diplacrum capitatum (Willd.) Boeckeler",9
"Mikania banisteriae DC.",9
"Solanum rugosum Dunal",9
"Dipteryx micrantha Harms",9
"Sorocea guilleminiana Gaudich.",9
"Xylopia multiflora R.E.Fr.",9
"Sterculia pruriens (Aubl.) Schum.",9
"Sterculia pruriens var. parviflora Ducke",9
"Miconia mazanana J.F.Macbr.",9
"Ebenaceae",9
"Elaphoglossum glabellum J.Sm.",9
"Elaphoglossum luridum (Fée) Christ",9
"Elaphoglossum nigrescens (Hook.) T.Moore ex Diels",9
"Aspidosperma darienense Woodson ex Dwyer",9
"Miconia araneifera (Markgr.) Michelang. & R.Goldenb.",9
"Cissampelos L.",9
"Mezilaurus sprucei Taub. ex Mez",9
"Swartzia conferta Spruce ex Benth.",9
"Endlicheria mishuyacensis A.C.Sm.",9
"Swartzia leptopetala Benth.",9
"Swartzia vaupesiana R.S.Cowan",9
"Entada polystachya (L.) DC.",9
"Episcia Mart.",9
"Malouetia peruviana Woodson",9
"Talisia eximia Kramer",9
"Tectaria incisa Cav.",9
"Terminalia grandis (Ducke) Gere & Boatwr.",9
"Tetragastris Gaertn.",9
"Macrolobium acaciaefolium (Benth.) Benth.",9
"Macoubea sprucei (Müll.Arg.) Markgr.",9
"Tetrapterys styloptera A.Juss.",9
"Anisophyllea guianensis Sandwith",9
"Mabea speciosa var. speciosa",9
"Eugenia lambertiana DC.",9
"Lygodium volubile Sw.",9
"Lycopodiella cernua (L.) Pic.Serm.",9
"Lupinus mutabilis Sweet",9
"Tococa caudata Markgr.",9
"Anaxagorea angustifolia Timmerman",9
"Lindsaea stricta (Sw.) Dryand.",9
"Lindsaea schomburgkii Klotzsch",9
"Tonina fluviatilis Aubl.",9
"Tovomita krukovii A.C.Sm.",9
"Faramea multiflora A.Rich.",9
"Tovomita spruceana Planch. & Triana",9
"Licaria Aubl.",9
"Trichilia pleeana (A.Juss.) C.DC.",9
"Trichilia quadrijuga subsp. quadrijuga",9
"Ficus eximia Schott",9
"Licania guianensis (Aubl.) Griseb.",9
"Ficus lauretana Vázq.Avila",9
"Ficus obtusifolia Kunth",9
"Lepidopilum arcuatum Mitten, 1869",9
"Trichomanes sprucei Baker",9
"Lecythis pisonis Cambess.",9
"Lagenocarpus verticillatus (Spreng.) T.Koyama & Maguire",9
"Ladenbergia lambertiana (A.Br. ex Mart.) Klotzsch",9
"Fridericia candicans (Rich.) L.G.Lohmann",9
"Lacistema aggregatum Fawc. & Rendle",9
"Kutchubaea sericantha Standl.",9
"Kutchubaea Fisch. ex DC.",9
"Klarobelia inundata Chatrou",9
"Gaulettia racemosa (Benth. ex Hook.fil.) Sothers & Prance",9
"Zamia ulei Dammer",9
"Itaya amicorum H.E.Moore",9
"Heliconia marginata (Griggs) Pittier",9
"Helicostylis Trécul",9
"Aegiphila smithii Moldenke",9
"Gnetum schwackeanum Taub. ex Markgr.",9
"Goeppertia enclitica (J.F.Macbr.) Borchs. & S.Suárez",9
"Goeppertia fucata (H.Kenn.) Borchs. & S.Suárez",9
"Himatanthus sucuuba (Spruce ex Müll.Arg.) Woodson",9
"Gurania eriantha (Poepp. & Endl.) Cogn.",9
"Chrysochlamys dependens Planch. & Triana",9
"Pouteria krukovii (A.C.Sm.) Baehni",9
"Pouteria cayennensis (A.DC.) Eyma",9
"Cinchonopsis amazonica (Standl.) L.Andersson",9
"Hyptis mutabilis (Rich.) Briq.",8
"Homolepis aturensis (Kunth) Chase",8
"Pourouma phaeotricha Mildbr.",8
"Miconia tococaudata Michelang.",8
"Rudgea guianensis (A.Rich. ex DC.) Sandwith",8
"Endlicheria ruforamula Chanderb.",8
"Zamia macrochiera D.W.Stev.",8
"Endlicheria sprucei (Meisn.) Mez",8
"Adiantum cajennense Willd. ex Klotzsch",8
"Miconia tococapitata Michelang.",8
"Geonoma pycnostachys Mart.",8
"Securidaca L.",8
"Licania longistyla (Hook.fil.) Fritsch",8
"Amanoa guianensis Aubl.",8
"Abuta grisebachii Triana & Planch.",8
"Syngonanthus trichophyllus Moldenke",8
"Citrus ×limon (L.) Osbeck",8
"Licania octandra (Hoffmanns. ex Roem. & Schult.) Kuntze",8
"Syngonium podophyllum Schott",8
"Licania octandra Pilg., 1923",8
"Guarea fistulosa W.Palacios",8
"Miconia tetrasperma Gleason",8
"Cayaponia oppositifolia Harms",8
"Ischnosiphon macarenae L.Andersson",8
"Virola rufula (Mart. ex A.DC.) Warb.",8
"Licania urceolaris Hook.fil.",8
"Palicourea vellerea (Müll.Arg.) C.M.Taylor",8
"Souroubea bicolor (Benth.) de Roon",8
"Xylopia parviflora Spruce",8
"Guarea cristata T.D.Penn.",8
"Guatteria foliosa Benth.",8
"Vismia japurensis Rchb.fil.",8
"Aptandra tubicina (Poepp.) Benth. ex Miers",8
"Cremastosperma microcarpum R.E.Fr.",8
"Palicourea venulosa (Müll.Arg.) Delprete & J.H.Kirkbr.",8
"Souroubea corallina (Mart.) de Roon",8
"Aciotis polystachya (Bonpl.) Triana",8
"Protium ferrugineum (Engl.) Engl.",8
"Brownea negrensis Benth.",8
"Licaria macrophylla (A.C.Sm.) Kosterm.",8
"Miconia simpsonii (Wurdack) Michelang.",8
"Panicum rudgei Roem. & Schult.",8
"Faramea tamberlikiana Müll.Arg.",8
"Aeschynomene americana L.",8
"Spathiphyllum cannifolium (Dryand. ex Sims) Schott",8
"Lindernia crustacea (L.) F.Muell.",8
"Tabernaemontana Plum. ex L.",8
"Paradrymonia ciliosa (C.Mart.) Wiehler",8
"Calyptranthes forsteri O.Berg",8
"Peperomia glabella (Sw.) A.Dietr.",8
"Epistephium Kunth",8
"Anacardium parvifolium Ducke",8
"Danaea leprieurii Kunze",8
"Tovomita brevistaminea Engl.",8
"Lindsaea phassa K.U.Kramer",8
"Caraipa grandifolia subsp. grandifolia",8
"Parahancornia peruviana Monach.",8
"Rinorea multivenosa Hekking",8
"Loreya DC.",8
"Tococa capitata Trail ex Cogn.",8
"Tilesia baccata (L.) Pruski",8
"Luma apiculata (DC.) Burret",8
"Solanum leucocarpon Dunal",8
"Xylosma tessmannii Sleumer",8
"Coussapoa viridifolia Cuatrec.",8
"Catostemma commune Sandwith",8
"Pseudolycopodiella contexta (C.Mart.) Holub",8
"Pseudoxandra cauliflora Maas",8
"Parinari montana Aubl.",8
"Vanilla appendiculata Rolfe",8
"Lycopodiella contexta (C.Mart.) Holub",8
"Piper augustum Rudge",8
"Zamia cupatiensis Ducke",8
"Hyeronima alchorneoides Allemão",8
"Protium carolense Daly",8
"Parinariopsis licaniiflora (Sagot) Sothers & Prance",8
"Erisma uncinatum Warm.",8
"Mandevilla nerioides Woodson",8
"Sphenoclea zeylanica Gaertn.",8
"Goeppertia comosa (L.f.) Borchs. & S.Suárez",8
"Paullinia subnuda Radlk.",8
"Eugenia coffeifolia DC.",8
"Machaerium multifoliolatum Ducke",8
"Inga leptocarpa T.D.Penn.",8
"Pouteria gongrijpii Eyma",8
"Adelonema picturatum (Linden & André) S.Y.Wong & Croat",8
"Byrsonima amoena Cuatrec.",8
"Maieta guianensis var. leticiana Whiffin",8
"Ocellochloa stolonifera (Poir.) Zuloaga & Morrone",8
"Erythroxylum amazonicum Peyr.",8
"Annona edulis (Triana & Planch.) H.Rainer",8
"Erythroxylum Browne",8
"Annona foetida Mart.",8
"Ilex Tourn. ex L.",8
"Terminalia tetraphylla (Aubl.) Gere & Boatwr.",8
"Couepia subcordata Benth. ex Hook.fil.",8
"Terminalia macrophylla (Eichler) Gere & Boatwr.",8
"Polybotrya polybotryoides (Baker) Christ",8
"Renealmia thyrsoidea subsp. thyrsoidea",8
"Micropholis guyanensis subsp. duckeana (Baehni) T.D.Penn.",8
"Spondias L.",8
"Monophyllanthe araracuarensis S.Suárez, Galeano & H.Kenn.",8
"Solanum occultum Bohs",8
"Notopleura (Hook.f.) Bremek.",8
"Ixora killipii Standl.",8
"Moutabea guianensis Aubl.",8
"Clusia loretensis Engl.",8
"Duguetia flagellaris Huber",8
"Monotagma K.Schum.",8
"Agouticarpa isernii (Standl.) C.H.Perss.",8
"Oenocarpus Mart.",8
"Siparuna cuspidata (Tul.) A.DC.",8
"Oxandra asbeckii (Pulle) R.E.Fr.",8
"Chelyocarpus ulei Dammer",8
"Tynanthus panurensis (Bureau) Sandwith",8
"Senefelderopsis chiribiquetensis (R.E.Schult. & Croizat) Steyerm.",8
"Psychotria acuminata Benth.",8
"Jacaranda obtusifolia Humb. & Bonpl.",8
"Garcinia gardneriana (Planch. & Triana) Zappi",8
"Borojoa Cuatrec.",8
"Hirtella physophora Mart. & Zucc.",8
"Sterculia peruviana (D.R.Simpson) E.L.Taylor ex Brako & Zarucchi",8
"Dichaea Lindl.",8
"Cyathea microdonta (Desv.) Domin",8
"Chenopodium quinoa Willd.",8
"Inga sertulifera DC.",8
"Caladium bicolor (Aiton) Vent.",8
"Acalypha stachyura Pax",8
"Dicranella hilariana Mitten, 1869",8
"Selaginella lechleri Hieron.",8
"Monotagma tuberosum Hagberg & R.Erikss.",8
"Calathea capitata (Ruiz & Pav.) Lindl.",8
"Duroia petiolaris Spruce ex K.Schum.",8
"Froesia crassiflora Pires & Fróes",8
"Hirtella americana L.",8
"Vismia tomentosa Ruiz & Pav.",8
"Sacoglottis guianensis Benth.",8
"Phyllanthus acuminatus Vahl",8
"Guarea guidonia (L.) Sleumer",8
"Buchenavia congesta Ducke",8
"Aegiphila glabrata Moldenke",8
"Casearia commersoniana Cambess.",8
"Phoradendron crassifolium (Pohl ex DC.) Eichler",8
"Ladenbergia amazonensis Ducke",8
"Cupania livida (Radlk.) Croat",8
"Xyris esmeraldae Steyerm.",8
"Inga acicularis T.D.Penn.",8
"Clidemia japurensis var. heterobasis (DC.) Wurdack",8
"Cupania hispida Radlk.",8
"Miconia lugonis Wurdack",8
"Ladenbergia Klotzsch",8
"Chrysophyllum manaosense (Aubrév.) T.D.Penn.",8
"Blakea rosea (Ruiz & Pav.) D.Don",8
"Alibertia bertierifolia K.Schum.",8
"Miconia longicoma (Cogn.) Ocampo & Almeda",8
"Banara Aubl.",8
"Fissidens Hedwig, 1801",8
"Codonanthopsis dissimulata (H.E.Moore) Wiehler",8
"Leandra secundiflora (DC.) Cogn.",8
"Asplenium pearcei Baker",8
"Alibertia latifolia (Benth.) K.Schum.",8
"Abuta obovata Diels",8
"Elaeoluma schomburgkiana (Miq.) Baill.",8
"Trigynaea Schltdl.",8
"Xylopia excellens R.E.Fr.",8
"Elaphoglossum auricomum (Kunze) T.Moore",8
"Palicourea egensis (Müll.Arg.) Borhidi",8
"Pouteria bangii (Rusby) T.D.Penn.",8
"Guatteria atabapensis Aristeg. ex D.M.Johnson & N.A.Murray",8
"Guarea carinata Ducke",8
"Hirtella racemosa var. racemosa",8
"Psychotria buchtienii (H.J.P.Winkl.) Standl.",8
"Trichospermum Blume",8
"Trichomanes spruceanum Hook.",8
"Caryocar gracile Wittm.",8
"Distictella magnoliifolia (Kunth) Sandwith",8
"Heteropsis steyermarkii G.S.Bunting",8
"Palicourea gracilenta (Müll.Arg.) Delprete & J.H.Kirkbr.",8
"Heteropsis robusta (G.S.Bunting) M.L.Soares",8
"Piper umbellatum L.",8
"Strychnos erichsonii R.H.Schomb. ex Progel",8
"Leretia cordata Vell.",8
"Strychnos mitscherlichii M.R.Schomb.",8
"Dioclea Kunth",8
"Miconia candelabrum (J.F.Macbr.) R.Goldenb. & Michelang.",8
"Philodendron guttiferum Kunth",8
"Palicourea humboldtiana (Cham.) Delprete & J.H.Kirkbr.",8
"Trichomanes accedens C.Presl",8
"Crudia Schreb.",8
"Trichilia stipitata T.D.Penn.",8
"Heteropsis macrophylla A.C.Sm.",8
"Gongylolepis martiana (Baker) Steyerm. & Cuatrec.",8
"Elizabetha R.H.Schomb. ex Benth.",8
"Croton trinitatis Millsp.",8
"Palicourea justiciifolia (Rudge) Delprete & J.H.Kirkbr.",8
"Ditassa R.Br.",8
"Ruizterania cassiquiarensis (Spruce ex Warm.) Marc.-Berti",8
"Rudgea viburnoides (Cham.) Benth.",8
"Licania caudata Prance",8
"Haploclathra Benth.",8
"Stryphnodendron polystachyum (Miq.) Kleinhoonte",8
"Licania glabriflora Prance",8
"Licania granvillei Prance",8
"Palicourea microbotrys (Ruiz ex Standl.) Delprete & J.H.Kirkbr.",8
"Brosimum parinarioides Ducke",8
"Pulchranthus adenostachyus (Lindau) V.M.Baum, Reveal & Nowicke",8
"Petiveria alliacea L.",8
"Rudgea retifolia Standl.",8
"Xylopia amazonica R.E.Fr.",8
"Mendoncia glomerata Leonard",8
"Bactris maraja var. juruensis (Trail) A.J.Hend.",8
"Chomelia tenuiflora Benth.",8
"Rudgea lanceifolia Salisb.",8
"Persea americana Mill.",8
"Mikania micrantha Kunth",8
"Swartzia benthamiana Miq.",8
"Cecropia engleriana Snethl.",8
"Rudgea krukovii Standl.",8
"Centropogon C.Presl",8
"Ficus caballina Standl.",8
"Drymonia serrulata (Jacq.) Mart.",7
"Sloanea steyermarkii C.E.Sm.",7
"Smilax domingensis Willd.",7
"Brownea ariza Benth.",7
"Odontadenia geminata (Hoffm. ex Roem. & Schult.) Müll.Arg.",7
"Virola parvifolia Ducke",7
"Cissampelos andromorpha DC.",7
"Mikania psilostachya DC.",7
"Brownea coccinea Jacq.",7
"Bauhinia glabra Jacq.",7
"Solanum obliquum Ruiz & Pav.",7
"Cyperus laxus Lam.",7
"Microgramma tobagensis (C.Chr.) C.D.Adams & Baksh.-Com.",7
"Solanum thelopodium Sendtn.",7
"Banisteriopsis martiniana var. subenervia Cuatrec.",7
"Inga sertulifera subsp. sertulifera",7
"Micrandropsis scleroxylon (W.A.Rodrigues) W.A.Rodrigues",7
"Oryctanthus spicatus (Jacq.) Eichler",7
"Miconia traillii Cogn.",7
"Ossaea araneifera Markgr.",7
"Miconia tomentosa (Rich.) D.Don",7
"Miconia tococoronata Michelang.",7
"Doliocarpus multiflorus Standl.",7
"Guadua superba Huber",7
"Cyclanthus Poit. ex A.Rich.",7
"Miconia setifera (Pilg.) Michelang.",7
"Spathiphyllum minus G.S.Bunting",7
"Ocotea puberula (Rich.) Nees",7
"Drypetes gentryi Monach.",7
"Hymenaea intermedia Ducke",7
"Spondias mombin Jacq.",7
"Cybianthus reticulatus (Benth. ex Miq.) G.Agostini",7
"Scleria flagellum-nigrorum P.J.Bergius",7
"Sciaphila purpurea Benth.",7
"Steinchisma laxum (Sw.) Zuloaga",7
"Stenospermation Schott",7
"Sterculia colombiana Sprague",7
"Cybianthus gigantophyllus Pipoly",7
"Schlegelia cauliflora A.H.Gentry",7
"Salpichlaena volubilis (Kaulf.) J.Sm.",7
"Attalea maripa (Aubl.) Mart.",7
"Dulacia Vell.",7
"Pachira nitida Kunth",7
"Miconia neoepiphytica Michelang.",7
"Astrocaryum vulgare Mart.",7
"Curupira tefeensis G.A.Black",7
"Duroia triflora Ducke",7
"Goeppertia standleyi (J.F.Macbr.) Borchs. & S.Suárez",7
"Pleurothyrium bifidum Nees",7
"Virola marleneae W.A.Rodrigues",7
"Inga acreana Harms",7
"Stigmaphyllon sinuatum (DC.) A.Juss.",7
"Stizophyllum riparium (Kunth) Sandwith",7
"Struthanthus Mart.",7
"Clidemia bernardii Wurdack",7
"Palicourea fastigiata Kunth",7
"Elaphoglossum Schott ex J.Sm.",7
"Ryania angustifolia (Turcz.) Monach.",7
"Aspidosperma spruceanum Benth. ex Müll.Arg.",7
"Ilex divaricata Mart. ex Reissek",7
"Ruptiliocarpon caracolito Hammel & N.Zamora",7
"Clidemia allardii Wurdack",7
"Artocarpus altilis (Parkinson) Fosberg",7
"Mendoncia pedunculata Leonard",7
"Memora cladotricha Sandwith",7
"Palicourea spicata (Kuntze) C.M.Taylor",7
"Plukenetia volubilis L.",7
"Callicosta Müll.Hal.",7
"Aristolochia ruiziana (Klotzsch) Duch.",7
"Swartzia oscarpintoana Pipoly & Rudas",7
"Endlicheria pyriformis (Nees) Mez",7
"Xanthosoma trichophyllum K.Krause",7
"Endlicheria verticillata Mez",7
"Inga longifoliola R.S.Cowan.",7
"Rourea cuspidata var. densiflora (Steyerm.) Forero",7
"Matayba purgans (Poepp.) Radlk.",7
"Crescentia cujete L.",7
"Rourea amazonica (Baker) Radlk.",7
"Martinella obovata (Kunth) Bureau & Schumann",7
"Guarea convergens T.D.Penn.",7
"Aphelandra R.Br.",7
"Crateva tapia L.",7
"Aciotis D.Don",7
"Adenaria floribunda Kunth",7
"Epiphyllum phyllanthus (L.) Haw.",7
"Gossypium barbadense L.",7
"Tachia Aubl.",7
"Coussarea flava Poepp.",7
"Parinari Aubl.",7
"Coussapoa parvifolia Standl.",7
"Anthurium pendulifolium N.E.Br.",7
"Mandevilla pavonii (A.DC.) Woodson",7
"Coussapoa asperifolia Trécul",7
"Ertela trifolia (L.) Kuntze",7
"Rhynchospora globosa (Kunth) Roem. & Schult.",7
"Campsiandra Benth.",7
"Rhodostemonodaphne kunthiana (Nees) Rohwer",7
"Parkia pendula (Willd.) Benth. ex Walp.",7
"Parkia reticulata Ducke",7
"Tanaecium jaroba Sw.",7
"Renealmia nicolaioides Loes.",7
"Anthodiscus pilosus Ducke",7
"Tapura guianensis Aubl.",7
"Anthodiscus amazonicus Gleason & A.C.Sm.",7
"Passifloraceae",7
"Paullinia acutangula (Ruiz & Pav.) Pers.",7
"Hylenaea comosa (Sw.) Miers",7
"Telitoxicum krukovii Moldenke",7
"Paullinia alsmithii J.F.Macbr.",7
"Paullinia carpopoda Cambess.",7
"Costus chartaceus Maas",7
"Machaerium macrophyllum Benth.",7
"Humiria balsamifera (Aubl.) A.St.-Hil.",7
"Machaerium leiophyllum (DC.) Benth.",7
"Eugenia feijoi O.Berg",7
"Inga densiflora Benth.",7
"Costaceae",7
"Inga cylindrica (Vell.) Mart.",7
"Thelypteris Schmidel",7
"Guatteria multivenia Diels",7
"Aniba panurensis (Meisn.) Mez",7
"Corynostylis arborea (L.) S.F.Blake",7
"Vismia cayennensis (Jacq.) Pers.",7
"Ceratolejeunea (Spruce) J.B.Jack & Steph.",7
"Lueheopsis Burret",7
"Pavonia fruticosa (Mill.) Fawc. & Rendle",7
"Cordia ucayaliensis (I.M.Johnst.) I.M.Johnst.",7
"Ludwigia hyssopifolia (G.Don) Exell",7
"Andropogon bicornis L.",7
"Zamia hymenophyllidia D.W.Stev.",7
"Quiina obovata Tul.",7
"Tococa coronata Benth.",7
"Vismia confertiflora Spruce ex Rchb.fil.",7
"Tococa macrophysca Spruce ex Triana",7
"Inga cecropietorum Ducke",7
"Anaxagorea acuminata (Dunal) A.DC.",7
"Anaxagorea A.St.-Hil.",7
"Chelonanthus acutangulus (Ruiz & Pav.) Gilg",7
"Pouteria plicata T.D.Penn.",7
"Amphilophium magnoliifolium (Kunth) L.G.Lohmann",7
"Peperomia rotundifolia (L.) Kunth",7
"Trattinnickia glaziovii Swart",7
"Limnocharis flava (L.) Buchenau",7
"Quararibea loretoyacuensis Cuatrec.",7
"Pera tomentosa (Benth.) Müll.Arg.",7
"Licaria aurea (Huber) Kosterm.",7
"Carapichea klugii (Standl.) C.M.Taylor",7
"Perebea guianensis subsp. guianensis",7
"Amaranthaceae",7
"Ficus americana Aubl.",7
"Ficus americana subsp. guianensis (Desv.) C.C.Berg",7
"Pterozonium reniforme (Mart.) Fée",7
"Amaioua glomerulata (Lam. ex Poir.) Delprete & C.H.Perss.",7
"Ficus krukovii Standl.",7
"Trichilia solitudinis Harms",7
"Chamissoa altissima (Jacq.) Kunth",7
"Philodendron barrosoanum G.S.Bunting",7
"Trichomanes arbuscula Desv.",7
"Hymenophyllum hirsutum (L.) Sw.",7
"Leptobalanus octandrus (Hoffmanns. ex Roem. & Schult.) Sothers & Prance",7
"Leptobalanus latus (J.F.Macbr.) Sothers & Prance",7
"Warszewiczia Klotzsch",7
"Triolena pluvialis (Wurdack) Wurdack",7
"Philodendron tripartitum (Jacq.) Schott",7
"Leandra glandulifera (Triana) Cogn.",7
"Pterocarpus amazonicus Huber",7
"Laportea aestuans (L.) Chew",7
"Philodendron wadedavisii Croat",7
"Laetia procera (Poepp. & Endl.) Eichler",7
"Aechmea rubiginosa Mez",7
"Lacunaria jenmanii (Oliv.) Ducke",7
"Hypolytrum Pers.",7
"Triumfetta mollissima Kunth",7
"Aldina Endl.",7
"Lacistema Sw.",7
"Psychotria subundulata Benth.",7
"Fridericia prancei (A.H.Gentry) L.G.Lohmann",7
"Protium klugii J.F.Macbr.",7
"Phyllanthus L.",7
"Picramnia coccinea W.W.Thomas",7
"Clusiella axillaris (Engl.) Cuatrec.",7
"Alchornea castaneifolia (Humb. & Bonpl. ex Willd.) A.Juss.",7
"Psychotria sacciformis C.M.Taylor",7
"Jatropha gossypiifolia L.",7
"Psychotria romolerouxiana C.M.Taylor",7
"Abarema auriculata (Benth.) Barneby & J.W.Grimes",7
"Graffenrieda weddellii Naudin",7
"Clusia octandra (Poepp. & Endl.) Pipoly",7
"Cassipourea peruviana Alston",7
